Title,Teks,Media,Label,Link;;;;;;;;
"Merupakan tugas saya melanjutkan yang sudah ada dan meraih kesuksesan lebih. Apakah publik setelahnya suka saya atau tidak, apa lagi yang bisa saya lakukan?"""" sambungnya.";;;;;;;;
"Pada acara sama, Kluivert berjanji memberikan yang terbaik untuk mewujudkan misi bersama lolos ke Piala Dunia 2026. """"Saya sangat berterima kasih atas kesempatan ini. Saya akan kerahkan usaha terbaik untuk mencapai misi bersama. Kita bisa lihat, para pemain juga memiliki semangat serupa,"""" kata Kluivert.";;;;;;;;
"Tim (asisten) saya turut mengusung hal sama. Dan kami akan berusaha mewujudkannya, saya berjanji itu,"""" tandasnya.";;;;;;;;
Timnas Indonesia saat ini berada di ronde ketiga kualifikasi Piala Dunia 2026 zona Asia. Dengan raihan enam angka, Jay Idzes dan kawan-kawan hanya tertinggal dari Jepang (16 poin) dan Australia (7 poin).;;;;;;;;
"Tersisa empat pertandingan, Indonesia harus masuk zona dua besar untuk lolos otomatis ke turnamen di Amerika Serikat, Kanada, dan Meksiko. Sementara peringkat 3-4 masih memiliki kesempatan melaju pada putaran keempat kualifikasi."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5878281/patrick-kluivert-bocorkan-1-calon-pemain-baru-timnas-indonesia-segera-dinaturalisasi";;;;;;;;
"Diperkenalkan sebagai Pelatih Timnas Indonesia, Patrick Kluivert Pakai Peci Hitam dan Pamer Jersey Merah,""Liputan6.com, Jakarta Patrick Kluivert resmi diperkenalkan sebagai pelatih baru timnas Indonesia pada 12 Januari 2025. Acara perkenalan dilakukan PSSI di ballroom hotel bintang lima di kawasan Senayan, Jakarta pusat.";;;;;;;;
Kluivert datang bersama asistennya Denny Landzaat. Keduanya didampingi ketua umum PSSI Erick Thohir dan jajaran pengurus mulai dari waketum Zainudin Amali, Ratu Tisha, sekjen Yunus Nusi hingga anggota Exco.;;;;;;;;
Baca Juga;;;;;;;;
Acara perkenalan Kluivert berlangsung pada pukul 16.00 WIB dan berjalan sekitar satu jam. Kluivert pada kesempatan tersebut banyak menjawab pertanyaan mengenai target dan alasan mau memoles timnas Indonesia.;;;;;;;;
Advertisement;;;;;;;;
Setelah selesai menjawab pertanyaan presenter serta wartawan yang hadir dalam jumpa pers, Kluivert kemudian berpose memegang jersey timnas Indonesia dengan tulisan namanya. Tak lupa Kluivert memakai peci hitam yang berada di atas meja.;;;;;;;;
"Ini sebenarnya bawaan sendiri coach Patrick dari kamar hotelnya. Saya tadi lupa kasih ke dia,"""" ujar presenter Paul Palele yang memandu jumpa pers Kluivert.";;;;;;;;
Setelah itu Kluivert melakukan sesi foto didampingi Landzaat dan ketua umum PSSI Erick Thohir.;;;;;;;;
Pengangkatan Patrick Kluivert sebagai pelatih baru Timnas Indonesia rupanya dipengaruhi oleh andil salah seorang sosok penting.;;;;;;;;
Laporan media Belanda Sportnieuws mengungkap ada peran putri tirinya, Demi Wilkes, di balik pengangkatan Kluivet menjadi pengganti Shin Tae-yong dalam skuad Garuda.;;;;;;;;
Sebagaimana diketahui, PSSI melalui Ketua Umumnya Erick Thohir resmi mengumumkan pemecatan STY melalui konferensi pers di bilangan Jakarta Pusat pada Senin (6/1/2025).;;;;;;;;
Pria yang merangkap sebagai Menteri BUMN kala itu menjelaskan pihaknya sudah mengantongi kandidat suksesor dari Belanda.;;;;;;;;
Namun, Erick Thohir masih enggan membeberkan secara spesifik nama pelatih baru yang dimaksud, meski rumor meyakini jabatan tersebut jatuh ke pangkuan Patrick Kluivert.;;;;;;;;
Sementara itu sebelum diangkat sebagai pelatih baru Timnas Indonesia, Patrick Kluivert diketahui sudah pernah bertemu dan berbincang dengan Erick Thohir saat Piala Asia di Qatar setahun lalu.;;;;;;;;
Kepada De Telegraaf, Kluivert mengungkap percakapannya dengan Erick berlangsung singkat. Namun, Ketum PSSI kala itu sempat menguraikan rencana besar Indonesia yang langsung membuat eks pemain Barcelona antusias.;;;;;;;;
"Itu adalah percakapan singkat, seperti yang sering kita lakukan ketika turnamen semacam itu. Ketuanya (Erick Thohir) menguraikan rencana besar Indonesia. (Saya antusias) karena potensinya sangat besar,"""" ujar Kluivert, dilansir dari Sportnieuws."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5878205/diperkenalkan-sebagai-pelatih-timnas-indonesia-patrick-kluivert-pakai-peci-hitam-dan-pamer-jersey-merah";;;;;;;;
"Al Taawoun Vs Al Nassr: Ditahan 1-1, Ronaldo dkk Terlempar dari 3 Besar,""Al Nassr ditahan Al Taawoun 1-1 dalam lanjutan Saudi Pro League 2024/2025. Cristiano Ronaldo dkk sementara terlempar dari tiga besar klasemen.";;;;;;;;
Bermain di King Abdullah Sport City Stadium, Jeddah, Arab Saudi laga berjalan ketat sejak awal. Al Taawoun mampu merepotkan Al Nassr.;;;;;;;;
Di babak pertama, Al Taawoun bahkan bisa memimpin lebih dulu. Saad Al Nasser bisa merobek gawang Bento di masa perpanjangan waktu, usai meneruskan umpan Fahad bin Jumayah.;;;;;;;;
ADVERTISEMENT;;;;;;;;
SCROLL TO CONTINUE WITH CONTENT;;;;;;;;
Baru di babak kedua, Al Nassr membalas gol tersebut. Aymeric Laporte bisa memaksimalkan crossing cantik Angelo Gabriel di menit ke-64, yang baru masuk selepas jeda, untuk bisa menyambar bola dan memasukkannya ke gawang.;;;;;;;;
Di sisa waktu babak kedua, Al Nassr banyak menekan Al Taawoun. Namun, Cristiano Ronaldo dkk cukup kesulitan mencari gol.;;;;;;;;
Hingga masa perpanjangan waktu, selama 13 menit, tak ada gol bisa didapat. Skor 1-1 akhirnya bertahan hingga laga tuntas.;;;;;;;;
Hasil ini membuat Al Nassr terlempar dari tiga besar klasemen Saudi Pro League. Tim asuhan Stefano Pioli tertahan di peringkat 4 dengan 28 poin, berjarak 11 poin dari Al Hilal yang sementara memimpin.;;;;;;;;
Susunan Pemain;;;;;;;;
Al Taawoun: Mailson, Awn Al-Saluli, Waleed Al-Ahmed, Andrei Girotto, Saad Al NAsser, Fahad Bin Jumayah, Aschraf El Mahdioui, Faycal Fajr, Ahmed Saleh Bahusayn, Musa Barrow, Abdulfattah Adam;;;;;;;;
"Al Nassr: Bento, Aymeric Laporte, Mohamed Simakan, Nawaf Boushal, Sultan Al-Ghannam, Ali Al-Hassan, Otavio, Marcelo Brozovic, Cristiano Ronaldo, Abdulrahman Ghareeb, Sadio Mane"",Liputan6.com,Liga Indonesia,https://sport.detik.com/sepakbola/bola-dunia/d-7737937/al-taawoun-vs-al-nassr-ditahan-1-1-ronaldo-dkk-terlempar-dari-3-besar";;;;;;;;
"Chairman: Stadion baru ASIOP berpeluang cetak pemain timnas masa depan,""Jakarta (ANTARA) - Chairman akademi sepak bola ASIOP Ade Wellington mengatakan stadion baru ASIOP yakni ASIOP Stadium (Asta), berpeluang mencetak pemain potensial untuk memperkuat tim nasional Indonesia di masa depan.";;;;;;;;
Saat peluncuran stadion tersebut di Jakarta, Sabtu, Ade menyebut bahwa stadion itu memiliki fasilitas yang dibutuhkan untuk membentuk pesepak bola berkualitas.;;;;;;;;
"Stadion ini memiliki fasilitas lengkap dan modern, termasuk lapangan utama, lapangan sepak bola mini, lapangan futsal, tribun berkapasitas 2.000 penonton, ruang pelatih, ruang ganti, ruang medis, royal box, lampu penerangan, rumput sintetis, papan skor digital, akses ambulans, tempat pemain cadangan, ruang rapat, kafe hingga area parkir yang luas,"""" ujar Ade.";;;;;;;;
Dengan semua kelengkapan tersebut, dia menyebut PSSI dapat menggunakan stadion itu untuk tempat latihan timnas nasional.;;;;;;;;
Apalagi, PSSI akan menghadapi beberapa turnamen internasional pada tahun 2025 termasuk untuk kelompok umur U-17 dan U-20.;;;;;;;;
"Kami juga sangat senang dan terbuka jika PSSI ingin menggelar TC Timnas Indonesia, terutama U-17 dan U-20 untuk tuk berlatih dan bersiap menghadapi turnamen internasional di ASIOP Stadium,"""" kata Ade.";;;;;;;;
Selain stadion baru, yang peluncurannya juga dihadiri pelatih tim nasional U-20 Indonesia Indra Sjafri, ASIOP juga memiliki jersi baru mulai tahun 2025.;;;;;;;;
Jersi itu meliputi seragam kandang, tandang, latihan, jersi pelatih dan ofisial.;;;;;;;;
"Kami memiliki tema ‘ASIOP, Unstoppable’ untuk menggambarkan tekad kami untuk terus melaju tanpa henti dalam mengembangkan talenta sepak bola di tanah air yang nantinya bermuara ke timnas Indonesia maupun bermain di luar negeri,"""" ujar Presiden ASIOP Ade Prima Syarif.";;;;;;;;
Sementara itu, Indra Sjafri mengapresiasi hadirnya ASIOP sebagai akademi sepak bola yang menurutmya lengkap dalam mencetak pemain-pemain untuk timnas Indonesia.;;;;;;;;
"Ada lima hal melahirkan pemain berkualitas yaitu fasilitas, kurikulum, pengembangan pelatih, pengembangan pemain, dan kompetisi. ASIOP ini lebih lengkap dari akademi di Liga 1. Makanya saya tidak sulit jika melatih pemain dari ASIOP,"""" kata Indra.";;;;;;;;
"Pewarta: Zaro Ezza SyachniarEditor: Michael Teguh Adiputra Siahaan								Copyright © ANTARA 2025"",AntaraNews.com,Liga Indonesia,https://www.antaranews.com/berita/4592774/chairman-stadion-baru-asiop-berpeluang-cetak-pemain-timnas-masa-depan";;;;;;;;
"Hasil BRI Liga 1: Gol Menit Akhir Balotelli Menangkan PSM atas 10 Pemain Persis,""Liputan6.com, Jakarta- PSM Makassar meraih kemenangan penting saat dijamu Persis Solo pada lanjutan BRI Liga 1 2024/2025 di Stadion Manahan, Senin (13/1/2025) malam WIB. Gol menit akhir Balotelli membuat PSM menang 1-0 setelah begitu sulit menjebol gawang Persis yang main dengan 10 pemain.";;;;;;;;
Kemenangan ini membuat PSM menempati urutan empat klasemen BRI Liga 1 2024/2025 dengan koleksi 30 angka. Sedangkan Persis terpuruk di peringkat 17 karena baru mendapat 10 angka saja.;;;;;;;;
Baca Juga;;;;;;;;
Meski main di kandang lawan, PSM mampu tampil menyerang. Peluang emas pertama di laga ini didapat PSM lewat Rizky Eka namun masih bisa diblokir pemain bertahan Persis.;;;;;;;;
Advertisement;;;;;;;;
Malapetaka menimpa Persis pada menit 21. Cleyton Santos diganjar kartu merah langsung oleh wasit karena melakukan pelanggaran fatal kepada Daisuke Sakai. Lutut Cleyton mengenai kepala Sakai.;;;;;;;;
Meski unggul jumlah pemain, PSM gagal mencetak gol di sisa babak pertama. Skor kacamata bertahan sampai jeda babak pertama.;;;;;;;;
Buntu di babak pertama, PSM langsung melakukan sejumlah perubahan di babak kedua. Pelatih Bernardo Tavares memasukkan Abdul Rahman untuk menggantikan Mufli Hidayat.;;;;;;;;
Persis justru membuat kejutan dengan hampir mencuri gol enam menit usai jeda lewat aksi Althaf yang masih bisa digagalkan oleh Reza.;;;;;;;;
Peluang kembali didapat Persis di pertengahan babak kedua lewat Karim Rossi. Tapi lagi-lagi Reza masih bisa menggagalkannya.;;;;;;;;
Persis bahkan bisa mencetakngol di menit 85 lewat sundulan Rossi. Namun gol ini dianulir wasit karena Rossi dianggap sudah berada dalam posisi off-side.;;;;;;;;
"Di saat laga nampaknya akan berakhir kacamata, PSM mampu mencetak gol kemenangan di menit 89. Balotelli menjadi penentu dengan sundulan akuratnya. Skor 0-1 bertahan sampai peluit panjang ditiup wasit."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5879517/hasil-bri-liga-1-gol-menit-akhir-balotelli-menangkan-psm-atas-10-pemain-persis";;;;;;;;
"Perdana Jumpa Patrick Kluivert, Menpora Terkesan dengan Rencana Blusukan Pelatih Baru Timnas Indonesia,""Liputan6.com, Jakarta Menteri Pemuda dan Olahraga (Menpora) Dito Ariotedjo mengaku terkesan dengan rencana Patrick Kluivert mengunjungi daerah-daerah di Indonesia guna memantau pemain lokal potensial.";;;;;;;;
Sejak diperkenalkan ke publik oleh PSSI lewat konferensi pers Minggu (12/1/2025), pelatih baru Timnas Indonesia memang telah menggarisbawahi niatannya memperhatikan perkembangan pemain Tanah Air dari level akar rumput (grass root).;;;;;;;;
Baca Juga;;;;;;;;
Patrick Kluivert sendiri direncanakan pulang ke Belanda dalam waktu dekat, lalu kembali lagi ke Indonesia pada Februari. Di periode tersebut, sang juru taktik akan memakai waktu kunjungannya untuk keliling daerah dan melihat talenta muda asli Tanah Air.;;;;;;;;
Advertisement;;;;;;;;
Komitmen ini tak ayal membuat Menteri Pemuda dan Olahraga (Menpora) Republik Indonesia Dito Ariotedjo antusias. Dia mengaku senang akan adanya perhatian khusus yang diberikan juru taktik baru skuad Garuda terhadap atlet-atlet lokal Indonesia.;;;;;;;;
"Saya bersama Mas Wamen (Taufik Hidayat) baru saja menerima kunjungan perdana dari pelatih Timnas Indonesia yang baru, Patrick Kluivert, bersama asistennya Denny Landzaat, dibawa langsung oleh Pak Ketum PSSI Erick Thohir. Tadi di atas kami berdiskusi panjang lebar dan antusias dengan tim kepelatihan yang baru hadir di Indonesia,"""" ujar Dito kepada awak media di Gedung Kemenpora, Senayan, Jakarta Pusat, Senin (13/1/2025).";;;;;;;;
"Yang paling (buat) saya bahagia mendengarkan (diskusi dengan pelatih timnas) adalah Coach Patrick dan Coach Denny ingin langsung lihat (latihan) timnas U-20 di Madya, lalu akan balik ke sini Februari untuk mengunjungi beberapa kota dan melihat potensi atlet-atelt nasional serta daerah.""""";;;;;;;;
"Jadi mereka sangat semangat memasimalkan scouting dan pembinaan atlet nasional. Saya rasa dari kami berdiskusi dengan Patrick dan Denny, aura dan optimismenya sangat positif, semoga bisa membawa progres yang lebih baik untuk timnas kita,"""" tambah Menpora.";;;;;;;;
Selaras dengan pernyataan Dito Ariotedjo, Ketum PSSI Erick Thohir yang ikut mendampingi pertemuan dengan Patrick Kluivert membenarkan bahwa pelatih baru Timnas Indonesia punya perhatian besar terhadap penggawa lokal sebab mereka dipandang sebagai jantung skuad Garuda.;;;;;;;;
Untuk itu selain memantau grassroot, Patrick Kluivert juga diklaim berencana menonton langsung pertandingan Liga 1 yang mempertemukan para pemain tim nasional saat kunjungan selanjutnya pada Februari 2025.;;;;;;;;
"Tentu banyak PR yang harus dilakukan oleh tim kepelatihan, salah satunya tadi disampaikan oleh Pak Menpora. Mereka akan terus scouting pemain lokal, termasuk U-20 yang hari ini sedang latihan di Madya dengan Coach IS,"""" papar Erick Thohir kepada awak media di Kemenpora.";;;;;;;;
"Mereka (tim pelatih) akan kembali lagi (ke Indonesia) di awal Februari untuk pantau pemain timnas yang tampil di klub.""""";;;;;;;;
"Kalau tidak salah 8 Februari ada Dewa United vs Persija, di mana 5 pemain tim nasional ada di situ, 3 pemain Persija, 2 pemain Dewa, ini dipantau langsung sekalian lihat infrastruktur dan pemain potensial lainnya,"""" tambah Ketum PSSI.";;;;;;;;
Selain memperhatikan talenta lokal, Patrick Kluivert juga dipastikan bakal menggandeng dua asisten asal Indonesia untuk masuk ke dalam staf kepelatihannya.;;;;;;;;
Hal ini merupakan bagian dari kesepakatan yang dibuat dengan Ketua Umum PSSI Erick Thohir saat Kluivert pertama kali diangkat jadi pengganti Shin Tae-yong. Dengan langkah ini, diharapkan terjadi transfer knowledge dari staf luar negeri ke asisten pelatih Indonesia.;;;;;;;;
"Untuk proses perekrutan pelatih lokal, sesuai kesepakatan waktu interview, nanti kita kasih slot dua untuk pelatih lokal,"""" papar Erick Thohir saat ditemui awak media di Gedung Kemenpora, Senayan, Jakarta Pusat, Senin (13/1/2025).";;;;;;;;
"Nanti tentu kita akan bikin database, kita persilakan pelatih yang menyeleksi langsung. (Seleksi dilakukan) dari tim kepelatihan Coach Patrick, bukan kami. Jadi PSSI hanya menyodorkan nama, mungkin 10 nama, nanti dipilih 2. Jadi jangan percaya yang beredar di sosmed,"""" tegas Ketum PSSI."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5879293/perdana-jumpa-patrick-kluivert-menpora-terkesan-dengan-rencana-blusukan-pelatih-baru-timnas-indonesia";;;;;;;;
"Reno Siap Ikuti Jejak Sang Ayah Ricardo Salampessy Bela Timnas Indonesia,""Liputan6.com, Jakarta- Anak kandung Ricardo Salampessy, Reno baru saja menjalani debut di level profesional saat Persipura Jayapura melawanPersewar Waropen pada 4 Januari 2025. Reno berambisi mengharumkan nama Persipura dan Indonesia, seperti yang dilakukan sang ayah pada periode 2000 hingga awal 2010-an.";;;;;;;;
Reno Salampessy menjalani debut profesional pada usia yangsangat muda. Reno baru berumur 17 tahun, 6 bulan, 13 hari ketika dimainkan di babak kedua menggantikan Anis Bahar. Debut Reno berakhir manis karena Mutiara Hitam meraih kemenangan 3-1.;;;;;;;;
Laga debut resmi di kompetisi profesional ini menjadi momen penting bagi karier Reno. Ia menjadikan momen inisebagai pemompa semangat untuk berlatih lebih kuat lagi.;;;;;;;;
Advertisement;;;;;;;;
“Luar biasa, bahagia sekali rasanya saat masuk lapangan karena akhirnya bermain di tim kebanggaan saya danberhasil meriah tiga poin. Pertandingan ini menjadi momen yang tidak terlupakan dan saya jadikan penambahsemangat untuk berusaha lebih giat lagi,” ujarnya.;;;;;;;;
Kebanggaan membela Persipura dan darah sepak bola Reno adalah warisan dari sang Ayah. Ricardo Salampessy membela Persipura pada 2005-2013, dan 2015-2023. Ia juga menjadi langganan Timnas Indonesia di sektor bek kanan, pada periode 2007-2010.;;;;;;;;
Berada di sebuah tim yang dilatih langsung oleh ayah kandung, tidak membuat Reno mendapat perlakuan nkhusus. Pemain bernomor punggung tujuh ini justru menyampaikan kerap dimarahi bila membuat sebuah kesalahan.;;;;;;;;
“Semuanya sama tidak ada perlakukan khusus. Ayah sangat tegas dan detail di dalam maupun luar lapangan apalagi kalau saya berbuat salah. Saat pertandingan kemarin, kepalaku sempat didorong oleh Ayah (sambil tertawa),” ujar Reno, membuktikan hubungan dia dengan sang ayah ketika di lapangan sangat profesional.;;;;;;;;
Salah satu momen berkesan dari debut Reno adalah merumput bersama para penggawa yang sudah bermain membela Persipura sebelum dirinya lahir. Bahkan panggilan masa kecil Reno ke Boaz Solossa dan Ian Kabes terbawa di lapangan.;;;;;;;;
“Senang sekali bisa bermain bersama legenda-legenda Persipura. Dulu saat pulang sekolah untuk melihatPersipura latihan di Stadion mandala. Di lapangan saya manggil mereka Bapa Boaz dan Om Ian karena dari dahulu sudah memanggilnya begitu,” papar Reno yang tak dapat menahan gelak tawanya.;;;;;;;;
Saat ditanya mengenai target ke depannya, Ia berambisi membawa Persipura ke kasta tertinggi Liga Indonesiadan dapat kembali mendapat panggilan Timnas Indonesia. Sebelumnya Ia sempat menjalani latihan bersama Timnas U-17,2023 lalu.;;;;;;;;
"Bakatnya Terlihat saat bermain bola bersama David Beckham pada 2018. Bakat Reno dalam mengolah si kuit bundar sudah terlihat pada 2018. Saat itu The Footballicious menggelar AIA Sepakbola Untuk Negeri di GOR Soemantri Brodjonegoro, Jakarta. Ia menunjukkan kemampuannya langsung di hadapan legenda David Beckham. Tujuh tahun berselang, Reno telah menjadi pemain masa depan sepak bola Indonesia."",Liputan6.com,Liga Indonesia,https://www.liputan6.com/bola/read/5879367/reno-siap-ikuti-jejak-sang-ayah-ricardo-salampessy-bela-timnas-indonesia";;;;;;;;
"Sudah Tidak Jadi Pelatih Timnas, STY Ngaku Masih Cinta Indonesia,""Shin Tae-yong sudahi perjalanan empat tahun jadi pelatih Timnas Indonesia setelah didepak. Meski begitu, STY ngaku masih cinta dengan Indonesia.";;;;;;;;
